1,PULAU PINANG,PPD BARAT DAYA,Kolej,PHA3001,KOLEJ VOKASIONAL BALIK PULAU,JALAN BALIK PULAU,BALIK PULAU,11000,048666229,048666379
2,PULAU PINANG,PPD BARAT DAYA,SM agama,PFT3001,SMA MAAHAD AL MASHOOR AL ISLAMI,"JALAN SUNGAI NIPAH, MUKIM G",BALIK PULAU,11000,048661190,048661193
3,PULAU PINANG,PPD BARAT DAYA,SM Kebangsaan,PEA1211,SMK TELOK KUMBAR,JALAN TELOK KUMBAR,BAYAN LEPAS,11920,046491536,046493892
4,PULAU PINANG,PPD BARAT DAYA,SM Kebangsaan,PEA3033,SMK RAJA TUN UDA,JALAN TENGAH,BAYAN LEPAS,11950,046432772,046420593
5,PULAU PINANG,PPD BARAT DAYA,SM Kebangsaan,PEA3034,SMK SERI BALIK PULAU,JALAN SUNGAI NIPAH,BALIK PULAU,11020,048668262,048662230
6,PULAU PINANG,PPD BARAT DAYA,SM Kebangsaan,PEA3035,SMK BATU MAUNG,JALAN PERMATANG DAMAR LAUT,BAYAN LEPAS,11960,046266584,046265452
7,PULAU PINANG,PPD BARAT DAYA,SM Kebangsaan,PEA3036,SMK TELUK BAHANG,TELUK BAHANG,TELUK BAHANG,11050,048814636,048811936
8,PULAU PINANG,PPD BARAT DAYA,SM Kebangsaan,PEA3037,SMK TELOK KUMBAR II,"JALAN KG MASJID, TELUK KUMBAR,",BAYAN LEPAS,11920,046495144,046496404
9,PULAU PINANG,PPD BARAT DAYA,SM Kebangsaan,PEA3038,SMK PONDOK UPEH,JALAN BALIK PULAU,BALIK PULAU,11000,048660217,048660220
10,PULAU PINANG,PPD BARAT DAYA,SM Kebangsaan,PEA3039,"SEKOLAH MENENGAH KEBANGSAAN BAYAN LEPAS",JALAN PERMATANG DAMAR LAUT,PULAU PINANG,11900,046431068,046432799
11,PULAU PINANG,PPD BARAT DAYA,SM Kebangsaan,PEB3036,SMJK SACRED HEART,JALAN BESAR,BALIK PULAU,11000,048668217,048668217
12,PULAU PINANG,PPD BARAT DAYA,SM Kebangsaan,PEB3037,SMK ST GEORGE (M),JALAN BESAR,BALIK PULAU,11000,048668225,048665857
13,PULAU PINANG,PPD BARAT DAYA,SM Kebangsaan,PEB3038,SMK SUNGAI ARA,JALAN DATO' HJ ISMAIL BIN  HASHIM,BAYAN LEPAS,11900,046434557,046441653
14,PULAU PINANG,"PPD SEBERANG PERAI UTARA",Kolej,PHA2001,KOLEJ VOKASIONAL BUTTERWORTH,TELOK AYER TAWAR,"BUTTERWORTH",13050,043514495,043515230
15,PULAU PINANG,"PPD SEBERANG PERAI UTARA",SM agama,PFT2001,SMA DAERATUL MA'ARIFIL WATANIAH SATU,JALAN PERAK,KEPALA BATAS,13200,045754140,045753140
16,PULAU PINANG,"PPD SEBERANG PERAI UTARA",SM agama,PFT2002,MAKTAB WAN JAH,JALAN TELAGA AIR,"BUTTERWORTH",12200,043233855,043233855
17,PULAU PINANG,"PPD SEBERANG PERAI UTARA",SM agama,PFT2003,MAAHAD AL-IMAM AN-NAWAWI,LAHAR MINYAK,KEPALA BATAS,13200,045793960,045792044
18,PULAU PINANG,"PPD SEBERANG PERAI UTARA",SM agama,PFT2004,MADRASAH KHAIRIAH ISLAMIAH,POKOK SENA,KEPALA BATAS,13220,045759385,045750476
19,PULAU PINANG,"PPD SEBERANG PERAI UTARA","SM Berasrama Penuh",PEA2091,SM SAINS KEPALA BATAS,JALAN TUN HAMDAN SHEIKH TAHIR,KEPALA BATAS,13200,045751592,045754145
20,PULAU PINANG,"PPD SEBERANG PERAI UTARA",SM Kebangsaan,PEA2052,SMK DATUK HAJI AHMAD SAID,SUNGAI DUA,"BUTTERWORTH",13800,043563994,043566094
21,PULAU PINANG,"PPD SEBERANG PERAI UTARA",SM Kebangsaan,PEA2053,SMK DATUK ONN,"JALAN GANGSA, MUKIM 9,","BUTTERWORTH",13000,043331350,043310350
22,PULAU PINANG,"PPD SEBERANG PERAI UTARA",SM Kebangsaan,PEA2054,SMK DATUK HAJI AHMAD BADAWI,JALAN DATUK HAJI AHMAD BADAWI,KEPALA BATAS,13200,045751142,045755367
23,PULAU PINANG,"PPD SEBERANG PERAI UTARA",SM Kebangsaan,PEA2055,SMK SRI MUDA,PENAGA,PENAGA,13100,045791130,045741804
24,PULAU PINANG,"PPD SEBERANG PERAI UTARA",SM Kebangsaan,PEA2056,SMJK CHUNG LING BUTTERWORTH,JLN ONG YI HOW,"BUTTERWORTH",13400,043316480,043244363
